Sentence,Label
"মুরুব্বীরা কয়, ছেলে পেলেক বেশি লেহাপড়া করান্যা ভালো লয়।",Pabna
তুই সবাকই পুছ করি দেক,Rangpur
তুই হত্তে পার্টি যর?,Chittagong
বন্ধুর লগে সময় কাটাও বারে।,Bogura
বরাবর হইয়ে ইতারা,Chittagong
দুয়ার টা খুইল্লা রাখ,Sylhet
আরে এক্কান চিঠি দিলা,Chittagong
বেজ্ঞুন কেন জানি উল্ডা পাল্ডা অই জার গই,Chittagong
তোরা আবার গেছস।,Cumilla
পাতিল-পুতিল যা আছিল হকলতা আছাড় মারি ফালাইলো,Sylhet
হেতে সব সময় হাসিমুখে থাহে।,Cumilla
"হায়,এডো কেমনে সম্ভব হইলো।",Bogura
দয়া গরি এক্কানা গম বইয়ের খোঁজ দন।,Chittagong
তুই কি অন্য ভাষা শিখিত ছর নিকি?,Chittagong
দয়া কইরা এইডা আমার লইগা করেন।,Pabna
তুমি অনেক ধৈর্যশীল।,Cumilla
হায় হায়! কি হইলে,Pabna
হামি কল দিতাছি,Bogura
এডো পইরা আমার শরম করতেছে।,Bogura
দয়া করি শান্ত হ।,Rangpur
আমি পাবনার ছাওয়াল।,Pabna
তুরা সময় লইয়া হুনইন।,Sylhet
ইকানো ঠিকমতো খাম খরো।,Sylhet
অঁনের আত্তুন এক্কানা হিকিতাম চাই,Chittagong
এহানে আর থাকপের মন চাচ্ছে না।,Pabna
বিয়াও তো খাওয়া লাগবো।,Sylhet
এই খাওনডা ভালা না।,Cumilla
পিছনে যাইতে গিয়া আঁই পুহুরে পড়লাম।,Cumilla
কবিতার কবি কায় দোস্ত?,Rangpur
পিছেবের লাইগা আমি পুকুরে পইড়লেম।,Pabna
তুমি কেবা কইরা এত তাড়াতাড়ি পড়ো বারে।,Bogura
মাইনষে দেখিলে।,Chittagong
এই কামটা খুবে কষ্টকর,Rangpur
"কি করলে ভাল হয়, একনা পরামর্শ দিবেন?",Rangpur
হামাক কওয়ার আগে চিন্তা করো।,Bogura
হামার লাইগা কিছু ফল আইনেন।,Bogura
আঁই দোকানে খাড়ায় আছি।,Cumilla
মুখে হাসি রাহো।,Cumilla
কালকে আসপুতো,Rangpur
তুই কি খেলাধুলাত অংশ নেইশ?,Rangpur
তোমার ব্যবহারে আঁই কষ্ট পাই।,Cumilla
তোমরা আসিয়া বড় মনের মাইনসের পরিচয় দেও,Rangpur
খুব গম লাইজ্ঞে,Chittagong
আপনার লাইগা কিছু বুকিং করতে পারেন নি?,Cumilla
দোকান থাইকা কিছু আইনো,Bogura
তুুই কি আল্লা বই থাইক্কু দে?,Chittagong
ভালাবাসি আমাগো কুমিল্লারে।,Cumilla
আর ন লাইবো,Chittagong
তোর ব্যবহারোত মুই কষ্ট পাং,Rangpur
আপনার বইডা আঁই পড়তে পারি নি?,Cumilla
ঠিক সময়ে রেডি হও।,Cumilla
কাটলের বিচি ভত্তা খোয়াইমেন ?,Rangpur
দয়া করে মজার খাবার বানাও।,Pabna
মুই চা কোনা চড়ে দিচং,Rangpur
অঁনের লাই কিছু রিজার্ভ গরিতাম নি?,Chittagong
তোমার কিতা টেকনোলজিত আগ্রহ আছেনি?,Sylhet
সে মেলা হাসিখুশি মেয়ে।,Pabna
তোমার লাইগা আমার অনেক সম্মান।,Cumilla
তোর খুব বুকের পাটা!,Rangpur
খাইল শুক্কুরবার,Sylhet
লাগাতার ফড়তে থাখো।,Sylhet
ততক্ষণ সুপারিডা চাবাও।,Cumilla
সবার লগে ভালা ব্যবহার করিস।,Pabna
একজন ম্যানশের দুইকনা ব্যাটা আছিল,Rangpur
আমি সফন দেকিয়ার না তো!,Sylhet
হামাক একনা সময় দিলেন হয়।,Rangpur
পরে হতা হয়য়ি।,Chittagong
আঁই আবার কাইল্লা বিয়া খাইতে যামু।,Cumilla
ইয়া কি গরা পরিব হ,Chittagong
এই খাবারটা মেলা সাদের।,Pabna
তোরা আমাক অনেক কতা মনে কইরা দিসস।,Pabna
তুই সোককিছু উল্টা বুঝিস,Rangpur
কাইল খান এলা,Rangpur
তুই সোগ কাজত শেরা।,Rangpur
বাড়িত যাইয়া জানিও,Bogura
আই কিল্লাই মানি লইতাম।,Chittagong
তোমার নাম কি বারে?,Bogura
বাপ বাড়িত নাই।,Pabna
কাইল আমি তুমার লগে দেখা করমু।,Sylhet
মনত বড় দুঃখ পাইয়ি।,Chittagong
আরে! এতো তাত্তারি করলু?,Rangpur
ম্যারবানি গরি।,Chittagong
তুমি কি এই বিষয়ে আরো জানো?,Cumilla
বইটা পড়।,Rangpur
কারমাইকেল ক্যাম্পাস যাব।,Pabna
তোমরা হামাক মেলা কথা মনে করে দিছেন,Rangpur
টঙের উপরে বসে,Pabna
তুমার লেখা সেই হইছে,Sylhet
একটু হাসো।,Cumilla
কাইলকে খাইয়েন এহন,Pabna
গাড়ি এন্নান বেশি তরততরাইয়া চলে,Chittagong
বাহ! তুমি তো আসলেউ মেধাবী!,Sylhet
কিতা অবস্তা?,Sylhet
আমার লাইগা কিছু সময় নেন।,Cumilla
দোকান থাইক্যা কিছু আনো।,Cumilla
হামি তো আছুই বারে,Bogura
তোর চরিত্র মেলা উচা,Rangpur
আমার মনে হচ্ছে।,Pabna
তুমি কিতা আমারে তুরা হেল্প খরবায় নি?,Sylhet
